genres,id,popularity,poster_path,release_date,revenue,runtime,status,title,vote_average,vote_count
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",45379,0.961434,/h8mDvRSbUyE7KMuksSbvTKJtkBl.jpg,2002-02-06,0,97.0,Released,Chinese Odyssey 2002,7.3,10
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",18248,4.266051,/esfi6vzwvq5M6H5OisFvG58mSvt.jpg,2003-06-01,0,96.0,Released,The Foreigner,3.7,41
"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",8441,0.691669,/o3YXfktqAlKd0KWIWoWzzmxuStS.jpg,2003-01-01,0,104.0,Released,The Man of the Year,5.8,15
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",12720,8.279552,/mtrOQJrpadMVUxoGIFcItXov1pp.jpg,2001-10-29,0,99.0,Released,Suicide Club,6.4,107
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",21041,1.7972,/QDULxYi4Jo9Hiurh5LScMNmsoK.jpg,2003-10-15,0,115.0,Released,The Third Wave,6.2,12
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",5552,9.785721,/ycyNgloYgG3IpR9GmRDRvGA5uGG.jpg,2004-03-13,0,103.0,Released,Immortal,5.8,131
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",8325,9.311904,/l5ZBJPnDrz8v6VtAftEwMN9NXdC.jpg,2003-09-08,0,90.0,Released,Tiptoes,4.7,21
"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",10077,4.980191,/gsqOX1ReJ5lcmTuDdkhOXLug8Ug.jpg,2005-05-15,5989640,110.0,Released,A Sound of Thunder,4.8,111
"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",11430,8.931033,/nCSu6jqZXqbXW1HeeveMYNOU02H.jpg,2004-02-06,0,77.0,Released,The Lion King 1½,6.3,694
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",31076,1.693772,/eIQK0bnuz8FMlcuTCftAfTgih7P.jpg,2003-01-01,0,107.0,Released,Fear and Trembling,6.4,21
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",28730,2.553649,/k30NYnqnIOrgH8IApMr4Z3I1ikE.jpg,2002-12-07,0,108.0,Released,Live from Baghdad,6.7,16
"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",40432,0.685347,/bODGLU8FhRlAPkgbpErMGMYC0FI.jpg,2003-10-31,0,100.0,Released,Planta 4ª,7.1,10
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",26955,2.925034,/ekUCpOWxHerLyyC1dLn8oor313O.jpg,2002-08-09,0,132.0,Released,Oasis,7.8,44
"[{'id': 18, 'name': 'Drama'}]",23986,0.806208,/vzu0UmHqCSdOR8itRMnGuALI2Uh.jpg,2002-05-15,0,182.0,Released,Cremaster 3,6.8,10
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",4326,5.345104,/cQpVHSuUz8M0N2zXwsTjKCEXiGZ.jpg,2003-10-01,0,105.0,Released,Herr Lehmann,6.9,31
"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",16132,1.218377,/m3xrpz0ts693PySlDm9Udjbek6U.jpg,2002-12-11,0,137.0,Released,Twin Sisters,6.8,25
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",36730,2.734283,/lcmLEumTkGhn4BNAwRZaYIipcTw.jpg,2003-05-25,0,103.0,Released,My House in Umbria,5.6,11
"[{'id': 35, 'name': 'Comedy'}]",55496,1.410221,/hu2pbwgp3hck1XERt9HVf0gAEWZ.jpg,2003-02-28,0,98.0,Released,Upswing,6.7,12
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",30806,3.984204,/KiPjKXGO0aos9HoXZRrDP8BPv3.jpg,2003-08-14,0,90.0,Released,Out for a Kill,4.2,38
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",20164,2.72426,/45wrWu5cydr43Zf5iqKCNsIUax8.jpg,2003-01-17,0,120.0,Released,Bad Boys,5.8,16
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",38970,4.996071,/abPnBHUm7b3r1NO2LGo0ltlBkRg.jpg,2003-02-11,0,125.0,Released,"Remember Me, My Love",5.8,47
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 80, 'name': 'Crime'}]",32526,2.955559,/r83beSUyVkE1zwLsghuDY15P9pj.jpg,2003-05-31,0,112.0,Released,Soldier's Girl,6.9,27
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",26491,2.433306,/w47lhy3xqdrWhP7bR7WoU7HTGYa.jpg,2002-10-22,0,178.0,Released,Tipping the Velvet,7.3,12
"[{'id': 35, 'name': 'Comedy'}]",15271,2.466442,/vxkaG53JV280VZqBNQb6P9bnztQ.jpg,2003-05-16,0,106.0,Released,Bright Young Things,6.1,22
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",45572,0.228888,/z3HNWUGlDJi8xtFA1b8zgMfV1Tf.jpg,2002-09-13,0,123.0,Released,Resurrection of The Little Match Girl,5.3,6
"[{'id': 878, 'name': 'Science Fiction'}]",22076,3.081045,/gDxpn1MZH3PgG2IgMYcM5WBCvhB.jpg,2003-07-19,0,100.0,Released,Alien Hunter,4.7,39
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",16973,2.61667,/2ugM0JAxWTV6eAhYK9A7tbw5F2j.jpg,2003-04-05,0,88.0,Released,Love Object,5.8,31
"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",55931,10.934268,/1ISkdhJ48PDvETdxjllQ1AswTGv.jpg,2003-05-09,0,102.0,Released,The Animatrix,6.9,433
"[{'id': 18, 'name': 'Drama'}]",12703,4.735377,/f8HomPJlyPGIWgBODNbWQrRgjxW.jpg,2004-08-27,0,93.0,Released,The Brown Bunny,5.5,63
"[{'id': 27, 'name': 'Horror'}]",32250,3.332192,/qrfR7AYkSmWKoN81R9T9xeiGcsK.jpg,2000-02-11,0,70.0,Released,Ju-on: The Curse,7.0,57
"[{'id': 27, 'name': 'Horror'}]",44203,2.246011,/tWb8rDvneXGqmzpEVodXreIxEnT.jpg,2000-03-25,0,76.0,Released,Ju-on: The Curse 2,5.9,36
"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",46814,0.219561,/llTklc4VGoXH4n86DjaNSMpVPYz.jpg,2003-01-03,0,77.0,Released,Elina: As If I Wasn't There,6.0,5
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",9282,14.454722,/pRHGz9UL3i4wktMOZhMnxgTvCWp.jpg,2003-05-16,0,86.0,Released,11:14,6.8,211
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",5844,1.877915,/l9ok0VvsxN6bSG5e4O5bZqVcNQR.jpg,2002-09-12,0,119.0,Released,Alive,6.2,11
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",61485,0.802407,/e0ZF9nLlzwGHZcH3L6FEDhkN97x.jpg,2002-09-04,0,116.0,Released,Springtime in a Small Town,6.2,6
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 37, 'name': 'Western'}]",10891,10.002295,/gHyIHWdPkO7Sh06fjxcmT9q6HLm.jpg,2004-01-02,0,101.0,Released,Tremors 4: The Legend Begins,5.4,108
"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",25334,0.336644,/4nxpf5tPtuo2DXMvw7Lp6b4U007.jpg,2004-04-23,0,106.0,Released,Wondrous Oblivion,0.0,0
"[{'id': 35, 'name': 'Comedy'}]",12540,0.380586,/b6urssx3VQ66VHZbuQTdTRUkkw9.jpg,2004-01-13,0,90.0,Released,Bring It On Again,5.3,93
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",60672,9.261826,/4BwEtvsVbt3wZqfrKZpP5kyn65T.jpg,2004-02-18,0,97.0,Released,Crimson Rivers II: Angels of the Apocalypse,6.0,166
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}, {'id': 37, 'name': 'Western'}]",24241,1.125806,/aoiPNjYa8sAPZ2w24v7c0aIBSaT.jpg,2003-09-07,0,112.0,Released,And Starring Pancho Villa as Himself,5.2,6
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",11556,5.003217,/r79nUhqYwsjoFsxGCi8rn6SlZjj.jpg,2003-09-08,0,93.0,Released,Nicotina,6.2,16
"[{'id': 18, 'name': 'Drama'}]",49007,9.771121,/q7OTC8AoUEsOj9fgRA1FYIExbhB.jpg,2004-01-16,0,125.0,Released,Iron Jawed Angels,6.7,21
"[{'id': 18, 'name': 'Drama'}]",11197,8.896421,/1ULoIF7u3hVoxOij4GMaqlYZRxc.jpg,2003-05-16,0,113.0,Released,Evil,6.9,96
"[{'id': 28, 'name': 'Action'}]",14245,3.437664,/2INFJHaFEyJZsyKPeRJubiIUpcB.jpg,2002-12-28,0,97.0,Released,Sniper 2,5.4,30
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",27079,0.888157,/bOPvntl8GRavuMIOTOVzeeoFBRj.jpg,2003-05-01,0,120.0,Released,High Roller: The Stu Ungar Story,10.0,1
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",3177,7.500419,/dVYmlZDkjx0KEAut0QYspNbQr8h.jpg,2003-07-05,0,155.0,Released,Battle Royale II: Requiem,4.9,115
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",19277,5.255138,/gBfryw3bsWkl7QjsXhjHNSOqYJ3.jpg,2003-11-24,0,96.0,Released,In Hell,5.6,79
"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",11774,12.817945,/dHQMAj9E2G2ewjN1aCOPubsZaj1.jpg,2004-12-16,209073645,108.0,Released,Lemony Snicket's A Series of Unfortunate Events,6.7,1521
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",10855,1.689124,/dg0Kqd2iTV7qwnGe9ZqzwIFQ4B3.jpg,2002-11-15,0,90.0,Released,Naked Weapon,5.8,50
"[{'id': 99, 'name': 'Documentary'}]",16765,1.205624,/p4EZIoLaRdfrgCQvOVH4Y31DyGD.jpg,2003-01-18,0,138.0,Released,Bukowski - Born into This,7.9,15
"[{'id': 35, 'name': 'Comedy'}]",4972,6.438965,/2NYCT7jp1ww49FbfrG9seopDdSe.jpg,2003-03-08,0,100.0,Released,The Green Butchers,7.4,64
"[{'id': 35, 'name': 'Comedy'}]",54764,0.480027,/stxmrJRyYRADuCYbY560yxVaNBh.jpg,2003-08-29,0,107.0,Released,Pearls and Pigs,6.1,10
"[{'id': 99, 'name': 'Documentary'}]",120360,0.04201,/5W4ZED4FCb3NUuwnVWQupblynsN.jpg,2002-09-09,0,53.0,Released,An Injury to One,7.0,1
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",20162,3.103836,/nFYlWEMoBXlqQCaoIjaFFyTxnqe.jpg,2004-01-16,0,98.0,Released,Addiction - When Nothing Is Enough,4.1,8
"[{'id': 18, 'name': 'Drama'}]",2841,10.896295,/jtE7Xrj8KKnhGI3p2yCgwrtUCnd.jpg,2004-10-26,0,133.0,Released,A Very Long Engagement,7.1,352
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",11606,6.700563,/746laUShJu4MRm8sno5AN7D800O.jpg,2003-08-03,0,112.0,Released,Last Life in the Universe,7.3,44
"[{'id': 53, 'name': 'Thriller'}]",189332,0.9048,/zboNhkSW5emem6BWjIxKVt0UNgX.jpg,2003-09-26,0,0.0,Released,The Galíndez File,5.5,2
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",363,10.234986,/pWtiFfRGADUv9s4bqgKWSqdVxk9.jpg,2004-03-11,11030861,121.0,Released,Head-On,7.3,111
"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",12140,9.377699,/1KSMfpMWMzlvR2DN2fzv31vZ66B.jpg,2004-03-06,9789651,100.0,Released,Ghost in the Shell 2: Innocence,7.3,230
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",4254,5.584308,/n6H4t5vDcoC2RSccTsSJA3ZQp7U.jpg,2003-11-27,13200241,186.0,Released,Kal Ho Naa Ho,7.3,110
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",15370,11.639023,/liASKLjYzk6aJ4GbQDlfYfQk02h.jpg,2002-07-19,522911,75.0,Released,The Cat Returns,7.2,364
"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",16635,1.14196,/zDbDcWCPiqbmKjdW4jGHEvK0dOp.jpg,2004-05-04,163536,103.0,Released,In My Country,7.1,7
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",23520,2.331514,/4IHm4o8vVJyMunZ6sxeyjjcdiPF.jpg,2004-10-20,0,96.0,Released,Unstoppable,4.9,28
"[{'id': 18, 'name': 'Drama'}]",1418,5.557675,/bGZrvpZeOk5TlmcLJnmNCPDEnmo.jpg,2003-10-08,0,109.0,Released,Take My Eyes,6.9,46
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 16, 'name': 'Animation'}]",15990,0.903483,/ticcTG4vVpuTWJ8A2fR7aGAOlam.jpg,2002-10-18,0,6.0,Released,The Cathedral,7.4,16
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",11492,1.337977,/9HbUGwC38O076WDYbKdAwg9YORc.jpg,2003-02-12,0,92.0,Released,Blind Shaft,7.6,12
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",12496,4.281103,/3cWsPgrwxEpTbJMCRXcWpxWgW11.jpg,2002-11-02,7338987,129.0,Released,The Twilight Samurai,7.5,95
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",17457,9.532044,/6uH8qwidO2FL5V7uq765caI5Vok.jpg,2003-03-08,0,107.0,Released,The Twins Effect,5.5,35
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",22618,0.90175,/pzgQxE27mvcYXfkxlEAs0yPe2QZ.jpg,2003-09-09,0,105.0,Released,Far Side of the Moon,7.4,9
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",29987,3.701538,/lbxSTuJniQePhqnX0eFp6rZ4nXd.jpg,2003-02-27,15530077,106.0,Released,Facing Windows,7.0,54
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",10361,3.523822,/lBL38oUsCwE9p0mIFSkEKXmQBHu.jpg,2004-01-30,0,94.0,Released,Ginger Snaps 2: Unleashed,6.2,72
"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",36763,14.098705,/hXCPGZE6MQnO0urMu5LOdVdyCdk.jpg,2004-06-20,0,181.0,Released,Salem's Lot,5.5,54
"[{'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",41070,2.342872,/38dkMXsYBs8mYXaBGclWwSjigRD.jpg,2003-02-21,0,82.0,Released,Dark Woods,5.9,28
"[{'id': 28, 'name': 'Action'}]",14527,7.474007,/mbaRnxMepx0FatyyXa2Fljc8wK3.jpg,2003-10-03,460978,97.0,Released,Foolproof,6.3,49
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",12542,8.316548,/yAtMx6s3o1t6A1FopMyqG3J9PY8.jpg,2003-12-30,0,91.0,Released,Belly of the Beast,4.8,38
"[{'id': 99, 'name': 'Documentary'}]",32276,6.268935,/3myI3OplZunUkd3SeOawaBZp0pM.jpg,2003-03-09,0,119.0,Released,"Easy Riders, Raging Bulls",7.3,14
"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",100594,0.203204,/juhxfyFyQ7MXFLpirD1hi7uJIeB.jpg,2003-03-06,0,0.0,Released,The Book of Fate,3.5,2
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",14455,2.525713,/wedrCuVHaa7XAQc0JYifB4VHqHL.jpg,2003-01-18,0,137.0,Released,When the Last Sword Is Drawn,7.5,30
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",25757,0.590192,/sFhYzO4paLxj2XchQv8fmYTwlvy.jpg,2004-01-27,0,106.0,Released,Comic Book: The Movie,6.0,2
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",24092,0.723046,/amGc1h3nvLBau1AiR8J1izHhxHh.jpg,2003-10-04,0,70.0,Released,2LDK,7.1,18
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",20357,5.221661,/ikhBWw8kOQfhb4fez0GQciQNnJv.jpg,2004-09-17,0,94.0,Released,Trauma,5.2,17
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",21200,6.91026,/bOHC2Us8Tnh8VwuMms78bSgboIM.jpg,2004-02-05,0,104.0,Released,Intimate Strangers,5.8,17
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",40876,1.325494,/9sDMFNVC25f5vq511oWogDUyBff.jpg,2004-01-14,0,104.0,Released,Down to the Bone,6.5,11
"[{'id': 10752, 'name': 'War'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",95536,0.502652,/vIko8ZUUnDUeu6ERF6ndJX0LOoh.jpg,2003-08-31,0,96.0,Released,A Talking Picture,7.4,7
"[{'id': 27, 'name': 'Horror'}]",11838,7.614692,/mu7K4R7bcu4cFlaKrmm2r9qeTSI.jpg,2002-10-18,0,92.0,Released,Ju-on: The Grudge,6.7,199
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 28, 'name': 'Action'}]",670,10.616859,/rIZX6X0MIHYEebk6W4LABT9VP2c.jpg,2003-01-01,14980005,120.0,Released,Oldboy,8.0,2000
"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}]",25500,1.24105,/jdCpRWfPj3xt6LvSuXFyDYiidjF.jpg,2004-03-03,0,105.0,Released,Red Lights,5.3,9
"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",85873,0.173751,/nY6mmabxgnFb0WHFnfIQ0QLl2tY.jpg,2002-10-19,0,90.0,Released,GhostWatcher,4.0,3
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",12583,2.522054,/xQG2hhUCQUTJDX7E0Z7zhxumeGw.jpg,2004-07-10,0,94.0,Released,Ginger Snaps Back: The Beginning,6.0,54
"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10769, 'name': 'Foreign'}]",21513,0.571698,/e2YC4liVvL1bdz2T5G3oOx7oPZJ.jpg,2003-04-19,0,120.0,Released,Moon Child,5.6,9
"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",12608,0.776818,/fYr2mCTp7ynjMjqQshvO0hQtoXt.jpg,2003-12-24,0,100.0,Released,Illusive Tracks,5.5,10
"[{'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",14190,1.095434,/47ZsOKglfi9mhUYICDhswcC77Gf.jpg,2003-04-11,0,87.0,Released,The Black Lapp,5.5,6
"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",49681,0.776863,/8jqsz7I2KZISAXLGKomNjU9bXb.jpg,2004-03-14,0,99.0,Released,Lost Embrace,5.9,10
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",9694,6.703174,/3x0PDN2CRp2Vl3Wn9JRXDZQdVHJ.jpg,2003-11-03,0,112.0,Released,One Missed Call,5.8,100
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",12802,1.175971,/ojdBIFjtWKdt42poP6GqXj26yo1.jpg,2003-03-20,0,85.0,Released,Goldfish Memory,6.2,6
"[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",22537,1.243744,/w1C5CgZFgrAM0AspDFrcNaBxXsm.jpg,2002-12-22,0,99.0,Released,Inuyasha the Movie 2: The Castle Beyond the Looking Glass,6.6,15
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 14, 'name': 'Fantasy'}]",9667,12.092096,/ts5hSSpgHEcPFpdfk6gmLLgx5k4.jpg,2005-03-04,21126225,103.0,Released,The Jacket,6.8,459
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",13373,4.66886,/i1MGhMr2I2yumcOvKxxO80jVOOI.jpg,2005-04-08,6584159,98.0,Released,Millions,6.3,106
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10402, 'name': 'Music'}]",37209,1.308142,/1Ij3U8OyJz8kdEmdjepo6fLnHZV.jpg,2003-09-17,0,100.0,Released,The Saddest Music in the World,7.9,18
"[{'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",10304,12.348655,/xoQpKbnmGPuZub5NAPQq18hDEWA.jpg,2004-04-20,0,88.0,Released,Starship Troopers 2: Hero of the Federation,3.8,176
"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",40823,3.954105,/3RsEkEdLEFd0Q5HThqMd4X8tYZk.jpg,2003-06-13,0,123.0,Released,The Man Who Copied,7.0,60
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",9666,5.165962,/5GyD0knh4BsDNvbHatUxhpwXO8V.jpg,2003-08-15,0,95.0,Released,Ju-on: The Grudge 2,6.5,73
"[{'id': 35, 'name': 'Comedy'}]",13371,1.42169,/eGRD5LeQNwdO9D1RTaulai7qpD9.jpg,2004-02-20,0,82.0,Released,Sex Lives of the Potato Men,5.1,10
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 10402, 'name': 'Music'}, {'id': 16, 'name': 'Animation'}]",11049,4.812815,/fn3AoaLWk73JClI96jiRojpy21p.jpg,2003-05-18,0,68.0,Released,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,7.4,79
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",9316,7.89916,/vQbKObXMIxBTuNYz8Ld0YJ8oc69.jpg,2003-01-21,15,105.0,Released,Ong-Bak: The Thai Warrior,7.0,556
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",11647,6.505146,/rsgPTVoLlg2FJ2Lzp6SEyO95MTj.jpg,2003-10-01,0,119.0,Released,Infernal Affairs II,7.2,108
"[{'id': 18, 'name': 'Drama'}]",1913,14.69768,/g7ylyJHOIZxEb0Lrse74TRoZn2Y.jpg,2004-09-03,38535221,125.0,Released,The Sea Inside,7.2,224
"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",45693,1.495753,/iseBT2RnegAqbNT6ceBbHJbF68K.jpg,2003-07-20,0,112.0,Released,Lucky 7,4.9,18
"[{'id': 35, 'name': 'Comedy'}]",2539,11.202764,/eXsj4d6kP5z1n9Pkk7rosX2TF9w.jpg,2004-12-17,55041367,130.0,Released,Spanglish,5.8,375
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10749, 'name': 'Romance'}]",15177,1.322188,/akZBagciTD5ovAGJSjyoguG671B.jpg,2003-08-29,0,104.0,Released,Buddy,6.4,7
"[{'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}, {'id': 10402, 'name': 'Music'}]",14770,0.645771,/426KPKOJ0WDHvsXI3D1AETkeViN.jpg,2003-09-19,0,90.0,Released,Festival Express,6.7,7
"[{'id': 18, 'name': 'Drama'}]",5528,14.758133,/8nxYEvYYRYNF9JY32eDLgJlZdpl.jpg,2004-03-17,0,96.0,Released,The Chorus,7.5,553
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",10105,7.975389,/9sN1aakDUwUuL8Es317toWiF3ez.jpg,2003-09-11,0,90.0,Released,Saints and Soldiers,6.6,98
